Solution_Size,Trial_Limit,Max_Iteration,Employed_Algo3,Onlooker_Algo3,Fold_ID,Seed,Iteration,Train_Fitness,Val_Fitness,Trace_Metric,Scout_Triggers
10,5,50,False,False,0,131,1,0.4749066867675735,0.7673352714449004,MCC,0
10,5,50,False,False,0,131,2,0.48367251126515964,0.5714533736737373,MCC,0
10,5,50,False,False,0,131,3,0.5109070579799049,0.5685677011308599,MCC,1
10,5,50,False,False,0,131,4,0.549436681519792,0.6584514504920518,MCC,0
10,5,50,False,False,0,131,5,0.5832026094528957,0.5685677011308599,MCC,2
10,5,50,False,False,0,131,6,0.5832026094528957,0.5685677011308599,MCC,0
10,5,50,False,False,0,131,7,0.6225527989870614,0.6938347017889732,MCC,3
10,5,50,False,False,0,131,8,0.6225527989870614,0.6938347017889732,MCC,2
10,5,50,False,False,0,131,9,0.6228054657454365,0.5344402432698847,MCC,0
10,5,50,False,False,0,131,10,0.6228054657454365,0.5344402432698847,MCC,1
10,5,50,False,False,0,131,11,0.6228054657454365,0.5344402432698847,MCC,0
10,5,50,False,False,0,131,12,0.6228054657454365,0.5344402432698847,MCC,1
10,5,50,False,False,0,131,13,0.6228054657454365,0.5344402432698847,MCC,5
10,5,50,False,False,0,131,14,0.6228054657454365,0.5344402432698847,MCC,2
10,5,50,False,False,0,131,15,0.6228054657454365,0.5344402432698847,MCC,2
10,5,50,False,False,0,131,16,0.6228054657454365,0.5344402432698847,MCC,2
10,5,50,False,False,0,131,17,0.6228054657454365,0.5344402432698847,MCC,1
10,5,50,False,False,0,131,18,0.6228054657454365,0.5344402432698847,MCC,0
10,5,50,False,False,0,131,19,0.6228054657454365,0.5344402432698847,MCC,2
10,5,50,False,False,0,131,20,0.6228054657454365,0.5344402432698847,MCC,0
10,5,50,False,False,0,131,21,0.6228054657454365,0.5344402432698847,MCC,2
10,5,50,False,False,0,131,22,0.6228054657454365,0.5344402432698847,MCC,4
10,5,50,False,False,0,131,23,0.6228054657454365,0.5344402432698847,MCC,2
10,5,50,False,False,0,131,24,0.6228054657454365,0.5344402432698847,MCC,0
10,5,50,False,False,0,131,25,0.6228054657454365,0.5344402432698847,MCC,2
10,5,50,False,False,0,131,26,0.6228054657454365,0.5344402432698847,MCC,3
10,5,50,False,False,0,131,27,0.6228054657454365,0.5344402432698847,MCC,1
10,5,50,False,False,0,131,28,0.6228054657454365,0.5344402432698847,MCC,0
10,5,50,False,False,0,131,29,0.6228054657454365,0.5344402432698847,MCC,1
10,5,50,False,False,0,131,30,0.6228054657454365,0.5344402432698847,MCC,1
10,5,50,False,False,0,131,31,0.6228054657454365,0.5344402432698847,MCC,1
10,5,50,False,False,0,131,32,0.6288600463662049,0.6506493575252608,MCC,2
10,5,50,False,False,0,131,33,0.6288600463662049,0.6506493575252608,MCC,1
10,5,50,False,False,0,131,34,0.6288600463662049,0.6506493575252608,MCC,4
10,5,50,False,False,0,131,35,0.6288600463662049,0.6506493575252608,MCC,1
10,5,50,False,False,0,131,36,0.6288600463662049,0.6506493575252608,MCC,1
10,5,50,False,False,0,131,37,0.6288600463662049,0.6506493575252608,MCC,3
10,5,50,False,False,0,131,38,0.6288600463662049,0.6506493575252608,MCC,0
10,5,50,False,False,0,131,39,0.6288600463662049,0.6506493575252608,MCC,2
10,5,50,False,False,0,131,40,0.6288600463662049,0.6506493575252608,MCC,2
10,5,50,False,False,0,131,41,0.6288600463662049,0.6506493575252608,MCC,1
10,5,50,False,False,0,131,42,0.6288600463662049,0.6506493575252608,MCC,3
10,5,50,False,False,0,131,43,0.6288600463662049,0.6506493575252608,MCC,2
10,5,50,False,False,0,131,44,0.6288600463662049,0.6506493575252608,MCC,0
